Source,Target,type_of_content
Just_JDreaming,hannahcrileyy,Retweet
zacphillyboy,fred_guttenberg,Retweet
cuestas_esther,LindaSuhler,Retweet
jasonsammet,AdamMilstein,Retweet
AJCalMaga,KamVTV,Retweet
4evrmagnolias,jeremyherb,Retweet
yoly4Trump,ProudGayPatriot,Retweet
coronavirusCL,MackayIM,Retweet
GazmanRocks,TheLyonsDen,Retweet
Jamike21853263,globaltimesnews,Retweet
RayGdarm,BiologistDan,Retweet
springssailor,SidneyPowell1,Retweet
mike_e0,cnnbrk,Retweet
norionakatsuji,guardian,Retweet
clairelyyy,christufton,Retweet
greatlifeforus,Yamiche,Retweet
greatlifeforus,JDiamond1,Mention
TalkMMA,MrReaganUSA,Retweet
polcayuela,hannahcrileyy,Retweet
mgl_8,chrisjollyhale,Retweet
degix,AndyBiotech,Retweet
asthanaut,AndyBiotech,Retweet
lexiimiau,kicknpac,Retweet
thejount,A_Mass2,Retweet
Sirtoye,TobiRachel_,Retweet
alrobins2011,DrunkLiz1,Retweet
barbie22588,tedlieu,Retweet
jeff_of_fish,jimsciutto,Retweet
pepperjackdust,MichaelCoudrey,Retweet
jaksherak500,DiamondandSilk,Retweet
jaksherak500,realDonaldTrump,Mention
jaksherak500,RSBNetwork,Mention
TimothyWindholz,Battelle,Retweet
TimothyWindholz,Battelle,Mention
TimothyWindholz,WOSU,Mention
septemberries,marcorubio,Retweet
malayhor,TheEconomist,Retweet
goldrrhae,SurfsUpBodhi,Retweet
pautrat_cecilia,TIME,Retweet
ram191182,ChinmayTumbe,Reply
ram191182,ChinmayTumbe,Mention
ram191182,Sudhee1920,Mention
ram191182,narendramodi,Mention
ram191182,drharshvardhan,Mention
ram191182,CMOfficeUP,Mention
ram191182,CMOMaharashtra,Mention
ram191182,AndhraPradeshCM,Mention
ram191182,CMOfficeAssam,Mention
Reg43357445,colinkorolppc,Retweet
joon_jack,ianbremmer,Retweet
nyr_talk,Yamiche,Retweet
SipleLeslie,GregAbbott_TX,Retweet
Sammysgranny,ddale8,Retweet
glendafaye12,tedlieu,Retweet
AlchemyBrand,AlchemyBrand,Tweet
AlexandraAcher3,Yamiche,Retweet
AlexandraAcher3,JDiamond1,Mention
KendrickPerez,NBC10_Lynzi,Retweet
cmulllll,cmulllll,Tweet
RileysRakes,A_Mass2,Retweet
marisueky,RealCandaceO,Retweet
novayjose,Amy_Siskind,Retweet
goldsman93,goldsman93,Tweet
Dyann057,ddale8,Retweet
RobinTu52778823,tedlieu,Retweet
Yogeshrode5,Yogeshrode5,Tweet
joelsingh77,RahulGandhi,Retweet
foshizzalthat,GOPChairwoman,Retweet
Bettie003,jimsciutto,Retweet
86gn1,TomFitton,Retweet
86gn1,US_FDA,Mention
danhomick,njdotcom,Retweet
CcarvajalA2012,SecPompeo,Retweet
CcarvajalA2012,WhiteHouse,Mention
DaBearsk35,MichaelCoudrey,Retweet
ImBeautifulSol,ImBeautifulSol,Tweet
abdulja05250400,CNN,Retweet
joegoldberg7010,simonshen_glos,Retweet
joegoldberg7010,DrTedros,Mention
joegoldberg7010,WHO,Mention
shirley_friday,kayleighmcenany,Retweet
Sudarshan_Mlth,subhash_kak,Retweet
realbobdeboer,IngrahamAngle,Retweet
umaleao,dwnews,Retweet
AlbertRGreen1,MaxBoot,Retweet
GarnoRealestate,jrmkingston,Retweet
DasPravinder,Real_Heena,Retweet
rivergirl40,svdate,Reply
rivergirl40,svdate,Mention
rivergirl40,gtconway3d,Mention
arishmaryshow,arishmaryshow,Tweet
rhinopocalypes,rhinopocalypes,Reply
rhinopocalypes,TheSunVanished,Mention
ThompsonCandi,jdgroover,Retweet
kitschburgh,KaraScannell,Retweet
kitschburgh,davidgshortell,Mention
kitschburgh,evanperez,Mention
BaloneySalami1,RealCandaceO,Retweet
DasGurdeep2,Real_Heena,Retweet
whiter069,IlhanMN,Reply
whiter069,IlhanMN,Mention
BollsDave,KMGVictoria,Retweet
real_hendertc,batalysta,Retweet
Angelie16985567,WHO,Retweet
ToshoyBrown,CNN,Retweet
tindianewstoday,tindianewstoday,Tweet
Wordofbeak,Inevitable_ET,Retweet
wasure_sakura,ezracheungtoto,Retweet
wasure_sakura,WHO,Mention
Chumes_,jimsciutto,Retweet
Latina4freedom,Latina4freedom,Reply
myrtlegroggins,fred_guttenberg,Retweet
1332Anderson,T_Inglesby,Retweet
KileOzier,aravosis,Retweet
Babz38057572,nytpolitics,Retweet
burcham_don,IChotiner,Retweet
nordawg1976,jeremyherb,Retweet
christinebiela,nytimes,Retweet
ENHS_Esports,ENHS_Esports,Tweet
shannonisshoon,BonniePuns,Retweet
mariajdeloera,cnnbrk,Retweet
JudsonTelemed,JudsonTelemed,Tweet
SWSandy_,visegrad24,Retweet
runningbeam,DrunkLiz1,Retweet
gX4IK76J9YqkHEn,SenTomCotton,Retweet
cfranklinnews,BCunninghamN,Retweet
cfranklinnews,RobJenningsNJ,Mention
j0nny5,CREWcrew,Retweet
tbgstephen,DebHaslam,Retweet
aaronlh88,realDonaldTrump,Reply
aaronlh88,realDonaldTrump,Mention
josiemad1,JamesMartinSJ,Retweet
Rbaron169,MarshaBlackburn,Retweet
Tackt_inc,TwitterMoments,Retweet
dianemgoldstein,60Minutes,Retweet
kristilloyd123,nytimes,Retweet
DJ_Buzor,spectatorindex,Retweet
Igh0108,DeanObeidallah,Retweet
Igh0108,realDonaldTrump,Mention
scantan5,DavidLat,Retweet
JimRile74214272,RealCandaceO,Retweet
jtuohey21,JaclynReiss,Retweet
jwmw729,jimsciutto,Retweet
WendyThePooh63,DonaldJTrumpJr,Retweet
rudytoot1,allinwithchris,Retweet
gatachick,LindseyGrahamSC,Retweet
gatachick,realDonaldTrump,Mention
shrinkrapdinah,jemillerwbal,Retweet
CSA_Training,ClayTravis,Retweet
PamMcDa69246431,ABC_NewsRadio,Retweet
PamMcDa69246431,NSWHealth,Mention
marcsteves,EricTopol,Retweet
cballardspeech,johnpaulwhite,Retweet
cballardspeech,JohnPrineMusic,Mention
DebraMMason1,OnlyGod4ever,Retweet
Riokaii,Mikel_Jollett,Retweet
rangertx08008,JackPosobiec,Retweet
Glasgow_Watch,CocozzaDionne,Retweet
mommemes3,nytimes,Retweet
Sreyesglobalhe1,Sreyesglobalhe1,Tweet
aBurlyBee,ryanstruyk,Retweet
aBurlyBee,CNN,Mention
RainMadeHer,brown_skin_rose,Retweet
earlson888,earlson888,Tweet
RandomShy,Imamofpeace,Retweet
chrisp365,dceiver,Retweet
sos_jr,seph_lawless,Retweet
pwal144,UrbanTake_001,Retweet
bns5,OpIndia_com,Retweet
henrilane27,NicholsUprising,Retweet
himanshucsharma,RahulGandhi,Retweet
undisputedOJ,AdamMilstein,Retweet
gaiapunk,erinmdurkin,Retweet
memo0616,USATODAY,Retweet
brain_warrior,Prosperous1776,Retweet
sing_america,CheriJacobus,Retweet
sing_america,billboard,Mention
carolinefglenn,TomthunkitsMind,Retweet
kmw___333,chrisjollyhale,Retweet
Tammi08782307,ChristinePolon1,Retweet
GhostRider23,1GigiSims,Retweet
kellyleviosa,carolynryan,Retweet
mgrmmr,RealCandaceO,Retweet
sky4est,ddale8,Retweet
niki_cwy,Independent,Retweet
chootchyface,chootchyface,Tweet
Frank_i7,Frank_i7,Tweet
metlica28,whignewtons,Retweet
Vilverinelink,DonaldJTrumpJr,Retweet
Vilverinelink,SpeakerPelosi,Mention
realKJHuelsmann,RyanAFournier,Retweet
noordinarysocks,DrunkLiz1,Retweet
DrDanaDeHart,DrDanaDeHart,Tweet
themalaly,chrisjollyhale,Retweet
Lovenlife19691,SidneyPowell1,Retweet
michstepstone,EricBoehlert,Retweet
madanabhat,ByMikeBaker,Retweet
Slick_Rick15,ClayTravis,Retweet
christina71081,carolynryan,Retweet
Arauz2012,BrandonBeckham_,Retweet
Arauz2012,realDonaldTrump,Mention
Arauz2012,realDonaldTrump,Mention
sf_jen,BioBreakout,Retweet
talkafan,talkafan,Tweet
MrPug94,MrPug94,Tweet
raunmittal,ianbremmer,Retweet
Jgal1699,JoeNBC,Retweet
Potatomoose3,ABC7Amarillo,Retweet
mr_petem,JoeBorelliNYC,Retweet
IanAdAstra,JustinWolfers,Retweet
RichardHeadII,RichardHeadII,Tweet
aafimiaa,globaltimesnews,Retweet
ToddBauman4,jentaub,Retweet
JoeKoffee,jkbjournalist,Retweet
5dogsmommy22,Jamierodr14,Retweet
greengremlin66,tedlieu,Retweet
toogscouch,good4green,Retweet
toogscouch,SarahKSilverman,Mention
pittsfansandy1,IngrahamAngle,Retweet
danstutters,Khanoisseur,Retweet
KhanGenghis1227,carolynryan,Retweet
emmofc,BenEhrenreich,Retweet
Sedona_333,SenSchumer,Retweet
Sedona_333,SenWarren,Mention
COVIDLive,COVIDLive,Tweet
newscryptobtc,newscryptobtc,Tweet
abc7newsbayarea,abc7newsbayarea,Tweet
Zhouniam11,WHO,Retweet
Artemismoongodd,BobKarpDR,Retweet
KPCrewe,shannonrwatts,Retweet
meganesque,TechCrunch,Retweet
meganesque,tayhatmaker,Mention
vclara77,B52Malmet,Retweet
SpraggStephanie,JoeySalads,Retweet
GigiPraying,JoeFreedomLove,Retweet
sampson_elaine,SallyDeal4,Retweet
LeeDooHwann,j7eon,Retweet
Jolimentisfree,Jolimentisfree,Tweet
brent858,liz_franczak,Retweet
ace_kaden,thedailybeast,Retweet
genadamedia,genadamedia,Tweet
seventeencvan,MoetBlindCat,Retweet
seventeencvan,catsofinstagram,Mention
Janb723Branam,kylegriffin1,Retweet
nikkijwalters,Yamiche,Retweet
nikkijwalters,JDiamond1,Mention
pennyflames,jacobinmag,Retweet
maelson_aguiar,angeldemonTV,Retweet
Yuri95879214,myerikd,Retweet
crside,Mikel_Jollett,Retweet
markyzaguirre,scottjshapiro,Reply
markyzaguirre,scottjshapiro,Mention
markyzaguirre,IChotiner,Mention
AnnieMartin5353,CheriJacobus,Retweet
AnnieMartin5353,billboard,Mention
TexasHen,JackPosobiec,Retweet
huffman_gene,RealCandaceO,Retweet
wisvikefan4,Mammagistweetin,Retweet
wisvikefan4,brithume,Mention
ScottWi08388020,CBSNews,Retweet
CatherineFPrec1,JillEBond,Retweet
zeldasblue,RealCandaceO,Retweet
AngeloAltez,SCMPNews,Retweet
praizecheezus,HamptonThink,Retweet
patriot_coastal,DilleyShow,Retweet
jjjmbutterfly,rumpfshaker,Retweet
husker_t,RealSaavedra,Retweet
DarylBohling,SaraCarterDC,Retweet
DarylBohling,toddstarnes,Mention
suri_anil,suhasinih,Retweet
TylerPo05502485,IngrahamAngle,Retweet
CyndieMi,chefjoseandres,Retweet
EddiChonero1,AmberMurrey,Retweet
EddiChonero1,IMFNews,Mention
EddiChonero1,ecuarauz,Mention
teufel_rod,JewhadiTM,Retweet
bomd66,GregAbbott_TX,Retweet
MontcoCourtNews,jkbjournalist,Retweet
mminpgh,atrupar,Retweet
whollymollylama,TobiRachel_,Retweet
spinDnarrative,jeremyherb,Retweet
MsPicklesP,DarlaShine,Retweet
libra_gang7,TobiRachel_,Retweet
smiley_wota,themainichi,Retweet
keansburgirl67,CBSSunday,Retweet
hmh1497,SaraCarterDC,Retweet
hmh1497,toddstarnes,Mention
yupeatingpizza,NPR,Retweet
jylerimagines,s_t_a_e_s,Reply
jylerimagines,s_t_a_e_s,Mention
jylerimagines,rabcassettetape,Mention
MYOS4,ddale8,Retweet
tdrew1133,seattletimes,Reply
tdrew1133,seattletimes,Mention
hafizzulkepli_,j7eon,Retweet
csptwit,MKumaramangalam,Retweet
normandivlawyer,60Minutes,Retweet
saintevenlive,jentaub,Retweet
Phyllis17570617,kylegriffin1,Retweet
bootsie5,meaganmday,Retweet
willieseconpr,David_Leavitt,Retweet
nathanparkerz,kylegriffin1,Retweet
SusanMondie,JewhadiTM,Retweet
WTHRcom,WTHRcom,Tweet
JeffMisterWhite,SassBaller,Retweet
kenn264,PoliticusSarah,Retweet
ZyiteGadgets,ZyiteGadgets,Tweet
dansk95,AnaCabrera,Retweet
CrantLuke,TheOnion,Retweet
chenx064,dfarber,Mention
Canterbury12,barandbench,Retweet
Schreibee,jeremyherb,Retweet
arysukmi,kansassykat,Retweet
brookeoliviaq,detroitnews,Retweet
RealTrumpDoc,Kimbraov1,Retweet
colebradley01,A_Mass2,Retweet
ChikTandoori,jeremyherb,Retweet
PerfectlySpicy,DanielNewman,Retweet
keerthi_naidu25,IndiaToday,Retweet
adambetters,NatalieMcKendry,Retweet
HustusMichael,WBHChannel,Reply
HustusMichael,WBHChannel,Mention
HustusMichael,DeepStateExpose,Mention
HustusMichael,canadiangirl49,Mention
ParaguayPr1mero,steve_sps,Retweet
love_ambition01,carolineplayle,Retweet
dms1485,CraigDMauger,Retweet
cjs3872,joncoopertweets,Reply
cjs3872,joncoopertweets,Mention
HailSweetSeitan,ryanstruyk,Retweet
HailSweetSeitan,CNN,Mention
apostolicmary,GOPChairwoman,Retweet
butterfly8871,JoeBorelliNYC,Retweet
Kupsie,DrDenaGrayson,Retweet
Kupsie,WHO,Mention
michaeljeaton,hrenee80,Retweet
stigmabase,stigmabase,Retweet
VetsOnTheWatch,K1erry,Retweet
TheOpinionPoll,TheOpinionPoll,Tweet
LynnBNguyen,LynnBNguyen,Tweet
tkopeceo,pushforward40,Retweet
ldydemon,JoeNBC,Retweet
PatchCalifornia,PatchCalifornia,Tweet
ElsaTheActual,SurfsUpBodhi,Retweet
FYNSolutions,FYNSolutions,Tweet
AKean2u,intheMatrixxx,Retweet
AKean2u,billboard,Mention
EagleRockPatch,EagleRockPatch,Tweet
ArcadiaPatch,ArcadiaPatch,Tweet
NotAcquiescing,PoliticsReid,Retweet
lyssa_marie_b,shannonrwatts,Retweet
CemSinanGUZEL,CemSinanGUZEL,Tweet
vicnanc,SLT20201,Retweet
UAENews,UAENews,Tweet
suohuu,IngrahamAngle,Retweet
RedondoBchPatch,RedondoBchPatch,Tweet
stigmabase,stigmabase,Retweet
AkamaiLiholiho,LifeNewsHQ,Retweet
AbuDhabiLife,AbuDhabiLife,Tweet
BostoninDenial,meaganmday,Retweet
GGayla40,IngrahamAngle,Retweet
PaliPatch,PaliPatch,Tweet
carocorrea_caro,HillaryClinton,Retweet
956NITES,TobiRachel_,Retweet
CryhavocDOW,MTFIII,Retweet
CryhavocDOW,DEADLINE,Mention
JoshuaM22543597,dwnews,Retweet
smelllikesugar,MCmuckraker,Retweet
LaCanadaPatch,LaCanadaPatch,Tweet
Not124getY,Inevitable_ET,Retweet
HealthNicheInc,HealthNicheInc,Tweet
RuthLaCavaEvans,CREWcrew,Retweet
AlisoViejoPatch,AlisoViejoPatch,Tweet
Solnsky,jayrosen_nyu,Retweet
stigmabase,stigmabase,Retweet
1912Fenway,RobertCooper58,Retweet
SanMarinoPatch,SanMarinoPatch,Tweet
WORandthatD,kylegriffin1,Retweet
madeleinemanka,carolynryan,Retweet
MAGADANI_111,Kintu3,Retweet
uminekoinwinter,carolynryan,Retweet
HermosaBchPatch,HermosaBchPatch,Tweet
kbsez,mjs_DC,Retweet
againsthemosque,The_Big_CH,Reply
againsthemosque,The_Big_CH,Mention
againsthemosque,Dr_Parallel,Mention
againsthemosque,montaga,Mention
againsthemosque,realDonaldTrump,Mention
cfcpac,cfcpac,Tweet
BrentwoodPatch,BrentwoodPatch,Tweet
AnarchoCynical1,greenhousenyt,Retweet
LagunaBchPatch,LagunaBchPatch,Tweet
ScoutSniper14,AndyBiotech,Retweet
magamother,JackPosobiec,Retweet
subooor_2016,NYMag,Retweet
subooor_2016,jonathanchait,Mention
gX4IK76J9YqkHEn,Concealcarrygrl,Retweet
AimiKamall,j7eon,Retweet
SPasadenaPatch,SPasadenaPatch,Tweet
SomkhidMurray,SomkhidMurray,Tweet
PVPatch,PVPatch,Tweet
MonroviaPatch,MonroviaPatch,Tweet
jebriggs38,TheDailyShow,Retweet
luvthegrands,CREWcrew,Retweet
LakeFCAPatch,LakeFCAPatch,Tweet
kschmillen,RhondaBarket,Retweet
Geohuffdc,FrankFigliuzzi1,Retweet
brianna_hoglen,sarahkliff,Retweet
KimPKAG2020,coco14391,Retweet
CulverCityPatch,CulverCityPatch,Tweet
GlendoraPatch,GlendoraPatch,Tweet
redz041,nbc4i,Retweet
ClaremontPatch,ClaremontPatch,Tweet
SANDEEP51439041,ABPNews,Retweet
cfcpac,cfcpac,Tweet
Sportnewsbuzz,Sportnewsbuzz,Tweet
sudeepkhatri,LoriShemek,Retweet
MontrosePatch,MontrosePatch,Tweet
KarisDenise,BetteMidler,Retweet
HighlandPatch,HighlandPatch,Tweet
kenalls,joe_warmington,Retweet
kenalls,YRP,Mention
SanJuanCPatch,SanJuanCPatch,Tweet
render_nyc,mikehahn_,Reply
render_nyc,mikehahn_,Mention
SomkhidMurray,SomkhidMurray,Tweet
EchoParkPatch,EchoParkPatch,Tweet
Tamanna_GurAnsh,ChopraNimmi777,Retweet
Venice_MarVista,Venice_MarVista,Tweet
CalabasasPatch,CalabasasPatch,Tweet
SierraMPatch,SierraMPatch,Tweet
taciiin,aliasvaughn,Retweet
rkumar9844,joekennedy,Reply
rkumar9844,joekennedy,Mention
rkumar9844,TrueFactsStated,Mention
rkumar9844,realDonaldTrump,Mention
burnwater,Aaron_Derfel,Retweet
mattclarkmsp,carlquintanilla,Retweet
rscot,AEI,Mention
CerritosPatch,CerritosPatch,Tweet
DiamondBarPatch,DiamondBarPatch,Tweet
Jolimentisfree,Jolimentisfree,Tweet
J_deGrootMD,maggieNYT,Retweet
CHUNKSLOTHTRADE,FirstSquawk,Retweet
FTL18Julia,RyanAFournier,Retweet
MGuru2020,ryanstruyk,Retweet
MGuru2020,CNN,Mention
LoysaZ,sherwiebp,Retweet
raveninak,HRTsAFyre,Retweet
raveninak,RatchetNurse1,Mention
raveninak,PatriciaRork,Mention
sengkim123,sengkim123,Tweet
endeavourtoend1,atrupar,Retweet
chefgrrrlardee,JamesMartinSJ,Retweet
KagKate2020,GregAbbott_TX,Retweet
Lindy17Lyn,Senator_Patrick,Retweet
Lindy17Lyn,ScottMorrisonMP,Mention
BarryJM_Guitar,ianbremmer,Retweet
suishi5577,BBCWorld,Retweet
ketan72,ketan72,Tweet
QueenBertRoyal,DrunkLiz1,Retweet
PatAbernathey,JohnCornyn,Retweet
adelynbaxter,KTOOpubmedia,Retweet
CanaCrosswinds,MAGA2ARIGHTS,Retweet
rkmcclelland,CNN,Retweet
rachelsgrant,yashar,Retweet
leemanfarrier,davidicke,Retweet
NHMommy1,JackPosobiec,Retweet
SharlineN,SharlineN,Tweet
TGSOFL,BNODesk,Retweet
meladalklimat,maddow,Retweet
mlmook,MarshaBlackburn,Retweet
h_a_h_a_yes,SaucyWalker63,Reply
h_a_h_a_yes,SaucyWalker63,Mention
h_a_h_a_yes,lordoffantas,Mention
h_a_h_a_yes,TicTocTick,Mention
YaThinkN,coopesdetat,Retweet
YaThinkN,CellmidLimited,Mention
YaThinkN,TGAgovau,Mention
NunoFilipedaGo2,CNN,Retweet
Heyitshenylle,ribsreprise,Retweet
lemoncake28,MarshaBlackburn,Retweet
sassygal56222,ryanstruyk,Retweet
XoplasmaticoX,hannahcrileyy,Retweet
deeseiffer,dcpetterson,Retweet
aggiearchy,ryanstruyk,Retweet
aggiearchy,CNN,Mention
rudyywcf,dcpoll,Retweet
expatassassin,thebradfordfile,Retweet
Darlachic,LindaSuhler,Retweet
bushmcmanus,bushmcmanus,Tweet
IMmacdaddy,HamillHimself,Retweet
LaureenNarro,LaureenNarro,Tweet
DonaNoel10,MayorBroome,Retweet
RobbinMT,BaddCompani,Retweet
OssieBladine,wouldntuliket17,Reply
OssieBladine,wouldntuliket17,Mention
OssieBladine,DrewHolden360,Mention
OssieBladine,seanmdav,Mention
OssieBladine,NPR,Mention
Ginevrafair,NYDailyNews,Retweet
RookRidge,SenTomCotton,Retweet
keno111,Renatab55,Retweet
Y00582094,CNN,Retweet
_bradytee,larryvslarry,Retweet
CowGenocide,lydiadepillis,Retweet
CowGenocide,iarnsdorf,Mention
Bayern_Buff,jimsciutto,Retweet
SecurityalertNg,globaltimesnews,Retweet
blackcelt13,TheRickWilson,Retweet
MikeC8604,DrunkLiz1,Retweet
jub_alberto,jub_alberto,Tweet
celiamarierose,celiamarierose,Tweet
gbeach2106,BreitbartNews,Retweet
mariahhnoellee,TaylWester,Retweet
cnnphilippines,cnnphilippines,Reply
light79521020,NatashaFatah,Retweet
LeeLeegibson22,brianlilley,Retweet
LeeLeegibson22,JustinTrudeau,Mention
trilllchris,BleacherReport,Retweet
GARCIA_SEMPERFI,RealCandaceO,Retweet
chocolate_esa,Reuters,Retweet
wmichaelsw,veggie64_leslie,Retweet
Dhaliwal2015,BootsRiley,Reply
Dhaliwal2015,BootsRiley,Mention
Elizabe70400750,charliekirk11,Retweet
InduSah72016323,Dinesh_Jat_,Retweet
AmyTambone,DavidLat,Retweet
mcmason1984,jeremyherb,Retweet
K_Heartles,TobiRachel_,Retweet
dirosky,followlasg,Retweet
dirosky,jidesanwoolu,Mention
JohnAllon,HaightDan,Retweet
MomNationOfLaws,MomNationOfLaws,Tweet
NewBlackMan,DukeAAAS,Retweet
NewBlackMan,DukeU,Mention
UmaSaysWhat,ByMikeBaker,Retweet
ebishop1966,jimsciutto,Retweet
BrittneySaucedo,TobiRachel_,Retweet
Maggienickson,rabiasquared,Retweet
maureenlpere,tomselliott,Retweet
TheAviator1992,TheAviator1992,Tweet
hilldjr13,HometeamBleak,Retweet
sunnyinjax2,CoryBooker,Retweet
teamtrump1924,DrNealHouston,Retweet
mlgallegos1,peoplepersson,Retweet
Binkusama,jenniferbaer,Retweet
StopYourLoss,kr3at,Retweet
kif_inti_mary,dodona777,Retweet
JahanzebMobeja,Jhagra,Reply
JahanzebMobeja,Jhagra,Mention
JahanzebMobeja,AseefaBZ,Mention
Our_Maryland,Our_Maryland,Tweet
Paul376384292,RealCandaceO,Retweet
Hardik_hbk,MumbaiMirror,Retweet
UnitedFor45,WayneDupreeShow,Retweet
TheName_Chris,CaliCali2000,Retweet
TennantRob,RealSaavedra,Retweet
DisimoneTony,charliekirk11,Retweet
Justathoughtgu,GoodID,Retweet
baseball_cali,thehill,Reply
baseball_cali,thehill,Mention
azimakhtar,NYTLiz,Retweet
NorcalLiberal,DavidLat,Retweet
mybabyforever10,JasonMillerinDC,Retweet
AjajAhm72820607,MuhammadSmiry,Retweet
evelynxo_,JoeBiden,Retweet
Nicoletta08,HamillHimself,Retweet
RUUBANO,funder,Retweet
awisonnnn,jenniferbaer,Retweet
Asif_icared,EmilyGorcenski,Retweet
ambi4giveup,UnSubtleDesi,Retweet
ambi4giveup,narendramodi,Mention
gatsbygrl32,DavidLat,Retweet
Dennis43628821,Yamiche,Retweet
Dennis43628821,JDiamond1,Mention
nehdah,ChristinePolon1,Retweet
EmersonsGhost,NPR,Retweet
heqing6,ChinaDaily,Retweet
catpardo2020,ioangrillo,Retweet
BadMotorSc00ter,AprilDRyan,Retweet
BadMotorSc00ter,realDonaldTrump,Mention
SilenceDOGood47,AngrierWHStaff,Retweet
paulosaelias,AnthonyBoadle,Retweet
jojake111,thedailybeast,Retweet
Vfigi1,IngrahamAngle,Retweet
retired_in_tx,RhiFionn,Retweet
deano93960719,GovNedLamont,Reply
deano93960719,GovNedLamont,Mention
deano93960719,NYGovCuomo,Mention
deano93960719,GovMurphy,Mention
mikepetrosky,NevadaJack2,Retweet
damonbethea1,damonbethea1,Tweet
diegodelunamx,VanityFair,Retweet
ApocalypticaNow,atrupar,Retweet
ShortyOnline,NorbertElekes,Retweet
jacobtwop,bananafitz,Retweet
annie41968,SLT20201,Retweet
uscnursern,WayneDupreeShow,Retweet
DawgmanJohn,rising_serpent,Retweet
grandma_hockey,KHNews,Retweet
vdeviance,DavidLat,Retweet
reginevalcasid,WHO,Retweet
kroophuket,ryanstruyk,Retweet
Jaaaskidding,ribsreprise,Retweet
Gr8Gems,nytimes,Retweet
kris10kae,paulkrugman,Retweet
jenny_tagett,darhar981,Retweet
jenny_tagett,realDonaldTrump,Mention
erod1165,Pink_About_it,Retweet
sasomiklic,ddale8,Retweet
MikeLujan1,paetjlee,Retweet
LynnDempsey16,jimsciutto,Retweet
cendy1119,iheartmindy,Retweet
lizmcguire,ddale8,Retweet
aliciadbrady,aliciadbrady,Tweet
mcgonigal_sean,TomFitton,Retweet
mcgonigal_sean,US_FDA,Mention
xamandaxobrienx,KTVU,Retweet
soulcityusa,chrisjollyhale,Retweet
LuiiSupaFly,DrunkLiz1,Retweet
fran_bettyboop,KTLA,Retweet
michaelvalsi,MHayehudi,Retweet
faithboudwin,TrumpWarRoom,Retweet
preachitlj,nytimes,Retweet
KenSanDiego,CNN,Retweet
Langmarkusnyc,DavidLat,Retweet
Blake1437,KSIOlajidebt,Retweet
XEMY22,TobiRachel_,Retweet
OSSCENTCOMM,aubrey_huff,Retweet
valentinavoight,NPR,Retweet
WillOff9th,kobejxrdan,Retweet
ahoppiegirl,CREWcrew,Retweet
classact2018,RealJamesWoods,Retweet
resistthis2017,RBReich,Retweet
melayne_mills,CNN,Retweet
SinghSinghk89,AdityaRajKaul,Retweet
jimmaythegreek,A_Mass2,Retweet
grassypond,RealCandaceO,Retweet
beaniemurphy,kylegriffin1,Retweet
patel_anjor,Real_Heena,Retweet
PhilipGagne,markmobility,Retweet
G_Padraic,ALABSeries,Retweet
RobbiTurner1,DineshDSouza,Retweet
javsRFX,spectatorindex,Retweet
MICHELECASTROG1,MichaelCoudrey,Retweet
wooster182,nytpolitics,Retweet
ine48286877,TomFitton,Retweet
ine48286877,US_FDA,Mention
DDPodhigaiTV,DDPodhigaiTV,Tweet
MillieGrantx1,DHSCgovuk,Retweet
jenuhh124,KikiSchecter,Retweet
0Accoutnability,AdamMilstein,Retweet
Phospholamban,JamesTodaroMD,Retweet
BreitbartNews,BreitbartNews,Tweet
Sunny43826164,marcorubio,Retweet
artist_susie,CharlieDaniels,Retweet
geny2435363634,PhilipSoos,Retweet
spacebarshift,LACaldwellDC,Retweet
rohit_bmw,anderscorr,Retweet
Lumarcel8489l,elliesangelwing,Retweet
paulgrellong,jeremyherb,Retweet
DaveforVeterans,GOPChairwoman,Retweet
YourNemesis11,KemiOlunloyo,Retweet
GhlewisJr,TomthunkitsMind,Retweet
Bainful216,TMZ,Retweet
tinofuentes,ioangrillo,Retweet
Jessdoesdraw,jeremyherb,Retweet
AJ79496336,Edsall,Retweet
ubco2,JuliaDavisNews,Retweet
psmith19701,AdamMilstein,Retweet
NutbushCityLim2,TedWarner2,Reply
NutbushCityLim2,TedWarner2,Mention
NutbushCityLim2,TeamTrump,Mention
NutbushCityLim2,realDonaldTrump,Mention
YAnarquia,HKWORLDCITY,Retweet
YAnarquia,WHO,Mention
YAnarquia,rthk_news,Mention
DaavidBates,GregAbbott_TX,Retweet
JREakin,JREakin,Tweet
jpboxess23,NorbertElekes,Retweet
DawnHunterton,charliekirk11,Retweet
shesmysheripiie,RyanAFournier,Retweet
TuJadili,AFP,Retweet
jmoo75,Johnny_suputama,Retweet
Kashinka,jacyreese,Retweet
CryptoDave15,Breaking911,Retweet
rura50,CREWcrew,Retweet
cwharlow,ewong,Retweet
thoughts_sunny,GregAbbott_TX,Retweet
SolidGoldRobot,ddale8,Retweet
QbanKendy,Mike_Pence,Retweet
Ritika45124073,ChopraNimmi777,Retweet
Sirkiddy,carolynryan,Retweet
MartinB323,ddale8,Retweet
aeyberry,SaraCarterDC,Retweet
aeyberry,toddstarnes,Mention
MarlaMayes,Reuters,Retweet
BwaNews,BwaNews,Tweet
El_botto42,El_botto42,Tweet
AaRTichauhan09,WhiteHouse,Retweet
AaRTichauhan09,US_FDA,Mention
flpeir,Pervaizistan,Retweet
clarityx,IngrahamAngle,Retweet
Debi24760281,joncoopertweets,Retweet
